Nr.;Anrede;Vorname;Nachname;Stadt;Alter;Bundesland
1563;Frau;Margaretha;Dunkel;Hupperath;61;Rheinland-Pfalz
1564;k.A.;Grete;Kittner;Langenthal;75;Rheinland-Pfalz
1565;k.A.;Ludolf;Bergfeld;Sargenroth;86;Rheinland-Pfalz
1566;Herr;Gisa;Bundschuh;Wiesweiler;25;Rheinland-Pfalz
1567;Frau;Henri;Kleen;Bad Kreuznach;21;Rheinland-Pfalz
1568;Herr;Quintus;Pfeilmacher;Berlin;48;Berlin
1569;Frau;Wilmut;Thiesen;Fiefbergen;51;Schleswig-Holstein
1570;Frau;Greta;Persch;Minheim;16;Rheinland-Pfalz
1571;Frau;Hilde;Sonne;Vorbeck;15;Mecklenburg-Vorpommern
1572;Frau;Marieke;Hofheinz;Mutterschied;54;Rheinland-Pfalz
1573;Herr;Tobias;Just;Ilbesheim;35;Rheinland-Pfalz
1574;Frau;Herger;Fritsche;Benzweiler;61;Rheinland-Pfalz
1575;Herr;Irenäus;Rietz;Reil;89;Rheinland-Pfalz
1576;Herr;Raimund;Götte;Welcherath;33;Rheinland-Pfalz
1577;Herr;Ortfried;Sievers;Gunzenhausen am Altmühlsee;17;Bayern
1578;k.A.;Veith;Brinker;Nannhausen;22;Rheinland-Pfalz
1579;Herr;Friderike;Strübing;Kronsmoor;11;Schleswig-Holstein
1580;k.A.;Ilsetraud;Strohmeier;Stuttgart;09;Baden-Württemberg
1581;Herr;Sigenot;Schweigert;Maxhütte-Haidhof;86;Bayern
1582;Herr;Ian;Röttgen;Sindelfingen;23;Baden-Württemberg
1583;k.A.;Lotti;Sittig;Steinhöring;81;Bayern
1584;k.A.;Bartho;Göricke;Großmaischeid;25;Rheinland-Pfalz
1585;Herr;Borka;Janßen;Schatzhofen;21;Bayern
1586;Frau;Dietmar;Rätz;Karlsruhe;46;Baden-Württemberg
1587;Frau;Alrik;Paris;Gering;57;Rheinland-Pfalz
1588;Frau;Gerdhild;Poloczek;Zeitlarn;03;Bayern
1589;Herr;Wolfhart;Greiner;Wohratal;52;Hessen
1590;Herr;Dela;Ortega;Heimborn;01;Rheinland-Pfalz
1591;Frau;Friedeborn;Heberle;Rodalben;14;Rheinland-Pfalz
1592;Frau;Celina;Liebrecht;Zorneding;42;Bayern
1593;Frau;Lotta;Wirges;Mauel;75;Rheinland-Pfalz
1594;Herr;Eveline;Hendrich;Bad Urach;02;Baden-Württemberg
1595;Frau;Edelfried;Honig;Hoya;58;Niedersachsen
1596;Frau;Ribana;Mordhorst;Wiesbaden;08;Hessen
1597;k.A.;Elena;Rabe;Lautzenbrücken;65;Rheinland-Pfalz
1598;Frau;Sigenot;Berghammer;Ramberg;23;Rheinland-Pfalz
1599;Herr;Herwiga;Goßmann;Untermeitingen;73;Bayern
1600;Herr;Sergius;Setzer;Petershausen;05;Bayern
1601;Herr;Swanhilde;Sterr;Seedorf;57;Schleswig-Holstein
1602;Frau;Emmely;Bernt;Reichenbach;83;Bayern
1603;Frau;Gottlob;Engmann;Dautphetal;50;Hessen
1604;Frau;Gottfriede;Knabe;Schauenburg;26;Hessen
1605;Herr;Emilie;Hecker;Großheirath;07;Bayern
1606;k.A.;Walda;Dörfel;Enge-Sande;71;Schleswig-Holstein
1607;Frau;Adolph;Klemm;Großkrotzenburg;04;Hessen
1608;Herr;Irmentraut;Hinrichs;Leutkirch;61;Baden-Württemberg
1609;Herr;Liborius;Simmons;Rutesheim;03;Baden-Württemberg
1610;k.A.;Aslind;Klinner;Berlin - Neukölln;68;Berlin
1611;Frau;Gottwaldt;Nebel;Grünheide;68;Brandenburg
1612;Frau;Arntraud;Carstens;Detzem;43;Rheinland-Pfalz
1613;Frau;Gertraut;Hanselmann;Surwold;08;Niedersachsen
1614;Herr;Winnimar;Bartosch;Leer;60;Niedersachsen
1615;Frau;Mareen;Kruska;Schwelm;84;Nordrhein-Westfalen
1616;Herr;Corinna;Grünhagen;Nusplingen;63;Baden-Württemberg
1617;Frau;Anneli;Geppert;Ruderatshofen;34;Bayern
1618;Herr;Eckhart;Kolberg;Wesenberg;30;Schleswig-Holstein
1619;Frau;Gundhilde;Haider;Nehren;88;Baden-Württemberg
1620;k.A.;Friederun;Thieme;Berschweiler;92;Rheinland-Pfalz
1621;Frau;Berna;Blumenberg;Datteln;85;Nordrhein-Westfalen
1622;Frau;Alfred;Letsch;Ursberg;05;Bayern
1623;Herr;Neidhard;Söll;Langenburg;65;Baden-Württemberg
1624;Frau;Ralf;McDaniel;Oelde;56;Nordrhein-Westfalen
1625;Herr;Winrich;Geil;Westerngrund;77;Bayern
1626;k.A.;Simone;Zapf;Bad Salzungen;17;Thüringen
1627;Herr;Tina;Kreutz;Essen;38;Nordrhein-Westfalen
1628;Herr;Sebald;Steenken;Roßbach;43;Rheinland-Pfalz
1629;Herr;Reinburga;Hofrichter;Nothweiler;62;Rheinland-Pfalz
1630;Frau;Friedhart;Carl;Aachen;66;Nordrhein-Westfalen
1631;Herr;Alfhard;Klingbeil;Nürnberg;41;Bayern
1632;Herr;Folkhart;Tiedemann;Hildesheim;32;Niedersachsen
1633;Herr;Cornelius;Röhrig;Jüterbog;87;Brandenburg
1634;Frau;Laurenz;Gehling;Kirchheim unter Teck;87;Baden-Württemberg
1635;Herr;Germo;Maurus;Bad Hindelang;45;Bayern
1636;Herr;Magda;Käding;Senden;20;Nordrhein-Westfalen
1637;Herr;Eitelfritz;Ehm;Heidelberg;98;Baden-Württemberg
1638;k.A.;Mario;Wenk;Bochum;61;Nordrhein-Westfalen
1639;Herr;Heiko;Menge;Groß Twülpstedt;73;Niedersachsen
1640;Frau;Burckhardt;Ziegenhagen;Berndorf;29;Rheinland-Pfalz
1641;Herr;Corbinian;Leyendecker;Hennef;52;Nordrhein-Westfalen
1642;Herr;Henri;Wiegert;Niederraden;02;Rheinland-Pfalz
1643;Herr;Collin;Weirauch;Rottenburg am Neckar;41;Baden-Württemberg
1644;Frau;Liebgunde;Stelzer;Ottensoos;72;Bayern
1645;Frau;Elbert;Zahn;Wehr;10;Rheinland-Pfalz
1646;Herr;Hubertus;Fröbel;Eichenbühl;77;Baden-Württemberg
1647;Frau;Malwine;Demel;Schnackenburg;47;Niedersachsen
1648;Frau;Emmerich;Bürk;Niederkrüchten;19;Nordrhein-Westfalen
1649;Herr;Uwe;Hendriks;Quarnstedt;02;Schleswig-Holstein
1650;Herr;Hugo;Dirscherl;Kröv;89;Rheinland-Pfalz
1651;Frau;Rebekka;Wonneberger;Gönnebek;36;Schleswig-Holstein
1652;Frau;Claudia;Eisold;Neulußheim;11;Baden-Württemberg
1653;Frau;Delf;Imhof;Obernzenn;73;Bayern
1654;Herr;Gislinde;Kanzler;Alt Meteln;58;Mecklenburg-Vorpommern
1655;Frau;Carl;Maciejewski;Hatzenport;06;Rheinland-Pfalz
1656;Frau;Christiane;Merkel;Detmold;81;Nordrhein-Westfalen
1657;Herr;Leopoldina;Kohlhaas;Lipporn;64;Rheinland-Pfalz
1658;Herr;Marfried;Reichenberger;Elchesheim-Illingen;43;Baden-Württemberg
1659;Herr;Berthilde;Smith;Torgelow am See;26;Mecklenburg-Vorpommern
1660;Frau;Vinzenz;Olk;Hochscheid;84;Rheinland-Pfalz
1661;Frau;Eric;Niebler;Klamp;40;Schleswig-Holstein
1662;Herr;Jette;Seibold;Bad Arolsen;51;Hessen
1663;Frau;Ulfrida;Piehler;Berglicht;63;Rheinland-Pfalz
1664;Frau;Cord;Model;Künzelsau;63;Baden-Württemberg
1665;Frau;Thielo;Christiansen;Niedernberg;78;Bayern
1666;Herr;Heini;Reinwald;Mainz am Rhein;36;Rheinland-Pfalz
1667;Frau;Annehilde;Pfau;Großenseebach;45;Bayern
1668;Frau;Ekkard;Ade;Steimbke;27;Niedersachsen
1669;k.A.;Arthur;Höpfl;Reiferscheid;90;Rheinland-Pfalz
1670;Herr;Hannelene;Rosa;Forstinning;13;Bayern
1671;Herr;Karlotto;Gering;Olfen;53;Nordrhein-Westfalen
1672;Herr;Mechtilde;Gollnick;Schweisweiler;79;Rheinland-Pfalz
1673;Frau;Lieselotte;Elser;Giesdorf;15;Rheinland-Pfalz
1674;Frau;Dorit;Beier;Nohen;14;Rheinland-Pfalz
1675;Herr;Marlis;Lee;Todenbüttel;00;Schleswig-Holstein
1676;Frau;Brunhildis;Busemann;Wolframs-Eschenbach;39;Bayern
1677;Frau;Falko;Hörner;Steinefrenz;56;Rheinland-Pfalz
1678;Herr;Emmaliese;Pötzsch;Weiskirchen;43;Saarland
1679;Frau;Frauke;Bräutigam;Langenberg;97;Nordrhein-Westfalen
1680;Frau;Kuno;Matzat;Bodenfelde;77;Niedersachsen
1681;Frau;Karlmann;Grothaus;Schatzhofen;77;Bayern
1682;Herr;Josua;Christen;Berndroth;70;Rheinland-Pfalz
1683;Herr;Ricardo;Selke;Frankfurt am Main;14;Hessen
1684;Frau;Wolfhermann;Rein;Hürtgenwald;56;Nordrhein-Westfalen
1685;Frau;Benediktus;Thöne;Zotzenbach;12;Hessen
1686;Herr;Bartho;Grell;Bielefeld;89;Nordrhein-Westfalen
1687;Herr;Hanswalter;Mechler;Erlensee;07;Hessen
1688;Frau;Daniel;Fetzer;Hahn;10;Rheinland-Pfalz
1689;Frau;Ingbert;Bayer;Ahrenviölfeld;72;Schleswig-Holstein
1690;Frau;Ilsegret;Holländer;Nürtingen;21;Baden-Württemberg
1691;Frau;Ingrid;Daut;Babensham;56;Bayern
1692;Frau;Cordian;Baumgartl;Waabs;53;Schleswig-Holstein
1693;Frau;Hadwig;Bultmann;Rüssingen;20;Rheinland-Pfalz
1694;Frau;Heimhart;Hensen;Stockelsdorf;32;Schleswig-Holstein
1695;Frau;Holk;Zeidler;Meschede;85;Nordrhein-Westfalen
1696;Frau;Sighard;Schmucker;Weitnau;47;Bayern
1697;Frau;Irma;Gillner;Neufahrn;13;Bayern
1698;Herr;Karlfrieder;Kober;Spraitbach;48;Baden-Württemberg
1699;Frau;Siegwart;Gottlieb;Langen;49;Niedersachsen
1700;k.A.;Daniele;Potratz;Herl;23;Rheinland-Pfalz
1701;k.A.;Wolfhilde;Muhl;Sailauf;15;Bayern
1702;Herr;Ingram;Stucke;Mittenwald;54;Bayern
1703;Herr;Helmuth;Jourdan;Wartenberg;45;Bayern
1704;Herr;Kornelia;Nixdorf;Königslutter am Elm;14;Niedersachsen
1705;Frau;Marta;Jagusch;Werther;51;Nordrhein-Westfalen
1706;Frau;Ornulf;Mosler;Dortmund;65;Nordrhein-Westfalen
1707;Frau;Sigune;Bachem;Blankenburg;83;Berlin
1708;Herr;Helma;Pritzl;Gaildorf;51;Baden-Württemberg
1709;Herr;Karlotta;Rief;Polling;19;Bayern
1710;Frau;Leonhardt;Bremer;Lichtenau;29;Nordrhein-Westfalen
1711;Frau;Marfried;Rahmann;Fleischwangen;20;Baden-Württemberg
1712;k.A.;Wastl;Vey;Mönchsdeggingen;80;Bayern
1713;Herr;Antje;Baßler;Esslingen am Neckar;70;Baden-Württemberg
1714;Herr;Annalies;Adams;Appel;78;Niedersachsen
1715;Herr;Wilja;Arslan;Unkenbach;64;Rheinland-Pfalz
1716;Frau;Lea;Bodenmüller;Niersbach;85;Rheinland-Pfalz
1717;Herr;Erdwin;Speer;Morscheid;29;Rheinland-Pfalz
1718;Herr;Wolff;Küspert;Wolfsbach;47;Bayern
1719;k.A.;Lenore;Auch;Friolzheim;89;Baden-Württemberg
1720;Herr;Nic;Jacobi;Vollmersbach;43;Rheinland-Pfalz
1721;k.A.;Sindy;Sanders;Plütscheid;20;Rheinland-Pfalz
1722;Herr;Sven;Steenbock;Babenhausen;16;Hessen
1723;Frau;Monique;Keßler;Braubach;23;Rheinland-Pfalz
1724;Herr;Ina;Valdez;Schöneck;78;Hessen
1725;Frau;Annelie;Spielmann;Papendorf;54;Mecklenburg-Vorpommern
1726;Frau;Lieselore;Schädel;Olsbrücken;93;Rheinland-Pfalz
1727;Frau;Wilderich;Mosel;Wallenborn;27;Rheinland-Pfalz
1728;k.A.;Kathleen;Henkes;Unter-Mengelbach;83;Hessen
1729;Herr;Judith;Moeller;Ruhmannsfelden;25;Bayern
1730;Herr;Reni;Wied;Eddelak;30;Schleswig-Holstein
1731;Frau;Hannsgeorg;Hülsen;Niederbrombach;08;Rheinland-Pfalz
1732;Herr;Rafael;Krischke;Schöffengrund;83;Hessen
1733;Herr;Ingfried;Lindau;Birnbach;52;Rheinland-Pfalz
1734;Herr;Dieter;Umbach;Mömlingen;85;Bayern
1735;Herr;Gottwaldt;Güldner;Veltheim;51;Niedersachsen
1736;Herr;Dagmar;Brede;Berlin;86;Berlin
1737;Herr;Lilly;Thein;Scharnhorst;03;Niedersachsen
1738;Herr;Dietwalt;Hofstetter;Gillenfeld;23;Rheinland-Pfalz
1739;Herr;Wolfhermann;Gollan;Negenharrie;49;Schleswig-Holstein
1740;k.A.;Donatus;Basten;Üxheim;41;Rheinland-Pfalz
1741;Herr;Sam;Froese;Hanau;09;Hessen
1742;Frau;Pankraz;Heidtmann;Langenfeld;29;Nordrhein-Westfalen
1743;Frau;Marieliese;Paar;Klempau;94;Schleswig-Holstein
1744;Herr;Randolph;Kieslich;Warberg;43;Niedersachsen
1745;Frau;Reiner;Gaida;Ockenheim;92;Rheinland-Pfalz
1746;Herr;Inghard;Brunner;Bayerfeld-Steckweiler;21;Rheinland-Pfalz
1747;Herr;Mike;Wenzl;Alfeld;95;Bayern
1748;Herr;Luitwin;Theobald;Biessenhofen;59;Bayern
1749;Frau;Siegtraud;Andreas;Vilseck;92;Bayern
1750;Herr;Noah;Krauter;Henfenfeld;20;Bayern
1751;Frau;Christa;Burton;Hagermarsch;94;Niedersachsen
1752;Herr;Fritz;Wiechers;Westhausen;99;Baden-Württemberg
1753;Herr;Agilbert;Fenzl;Breitenheim;88;Rheinland-Pfalz
1754;Frau;Torsten;Enns;Handeloh;79;Niedersachsen
1755;Frau;Wichard;Timmermann;Niederroßbach;07;Rheinland-Pfalz
1756;Herr;Marie;Austermann;Longuich;19;Rheinland-Pfalz
1757;Herr;Raimund;Gehlen;Söllingen;02;Niedersachsen
1758;Frau;Waltrude;Wieneke;Mechow;38;Schleswig-Holstein
1759;Herr;Käte;Steinke;Raumbach;83;Rheinland-Pfalz
1760;Frau;Meinulf;Stelling;Rehburg-Loccum;55;Niedersachsen
1761;Frau;Wilhelma;Czerwinski;Waibstadt;93;Baden-Württemberg
1762;Herr;Artur;Bretthauer;Duisburg;35;Nordrhein-Westfalen
1763;Herr;Elena;Rasch;Schwarzen;37;Rheinland-Pfalz
1764;Herr;Ignazia;Egert;Emmerthal;00;Niedersachsen
1765;Herr;Eddi;Appel;Unterföhring;34;Bayern
1766;Herr;Therese;Hussain;Frittlingen;94;Baden-Württemberg
1767;Herr;Helena;Niehues;Rielasingen-Worblingen;83;Baden-Württemberg
1768;Herr;Margreth;Ohler;Salching;86;Bayern
1769;k.A.;Joschua;Filser;Lykershausen;65;Rheinland-Pfalz
1770;k.A.;Emmely;Lüdke;Magdeburg;13;Sachsen-Anhalt
1771;Herr;Hartger;Hannssen;Rathjensdorf;98;Schleswig-Holstein
1772;Herr;Gunter;Lohe;Sippersfeld;35;Rheinland-Pfalz
1773;Herr;Lilli;Bücherl;Fuldabrück;09;Hessen
1774;Frau;Lucas;Eicker;Küps;86;Bayern
1775;Frau;Alrun;Tacke;Neuberg;62;Hessen
1776;Frau;Ottmar;Thumm;Bollersdorf;53;Brandenburg
1777;Frau;Sylvelin;Frede;Schwirzheim;84;Rheinland-Pfalz
1778;Herr;Dana;Lueg;Lierfeld;19;Rheinland-Pfalz
1779;Herr;Eberhard;Haacke;Herrischried;69;Baden-Württemberg
1780;Frau;Bernadette;Belke;Giesensdorf;75;Schleswig-Holstein
1781;Herr;Hermfried;Herling;Ötzingen;70;Rheinland-Pfalz
1782;Frau;Gerlinda;Michael;Oberraden;72;Rheinland-Pfalz
1783;Frau;Ellengard;Hauth;Tecklenburg;75;Nordrhein-Westfalen
1784;k.A.;Annett;Fugmann;Daldorf;87;Schleswig-Holstein
1785;k.A.;Ingrid;Schneider;Hornbach;26;Rheinland-Pfalz
1786;Herr;Annelies;Binner;Lonsee;88;Baden-Württemberg
1787;Herr;Walfriede;Haferkorn;Brekendorf;14;Schleswig-Holstein
1788;k.A.;Karen;Ganter;Vörstetten;53;Baden-Württemberg
1789;Herr;Rauthgundis;Lehn;Kaisersbach;58;Baden-Württemberg
1790;Frau;Miguel;Höft;Grenderich;48;Rheinland-Pfalz
1791;Frau;Woldemar;Decker;Abstatt;04;Baden-Württemberg
1792;Herr;Natascha;Fricke;Rödinghausen;88;Nordrhein-Westfalen
1793;Frau;Brigitte;Seebacher;Hann. Münden;10;Niedersachsen
1794;Frau;Cäcilia;Kilb;Ober Kostenz;69;Rheinland-Pfalz
1795;Frau;Annelore;Perkins;Großbüttel;98;Schleswig-Holstein
1796;Herr;Steffan;Leupold;Heilberscheid;59;Rheinland-Pfalz
1797;Frau;Hedda;Plischke;Dümmer;47;Mecklenburg-Vorpommern
1798;Herr;Hannspeter;Heer;Florstadt;13;Hessen
1799;Frau;Viktoria;Morgner;Lahntal;49;Hessen
1800;Herr;Gunhild;Reynolds;Gersten;52;Niedersachsen
1801;Frau;Anuschka;Göbel;Ried;20;Bayern
1802;Herr;Lioba;Benson;Ribbesbüttel;15;Niedersachsen
1803;Herr;Fridulf;Müllers;Schwerin;46;Mecklenburg-Vorpommern
1804;Herr;Lasse;Blöcher;Hannover;93;Niedersachsen
1805;k.A.;Erdwin;Leier;Pleystein;12;Bayern
1806;Frau;Emilie;Fritsch;Heilbronn;80;Baden-Württemberg
1807;Herr;Mechtild;Hantel;Zöschingen;58;Bayern
1808;Herr;Leopold;Czarnecki;Frankenau;97;Hessen
1809;Herr;Burglind;Schlieper;Hergatz;91;Bayern
1810;Herr;Regine;Gade;Alterkülz;66;Rheinland-Pfalz
1811;Herr;Friederun;Sonnabend;Tiefenort;02;Thüringen
1812;Herr;Pascal;Böhm;Rosenberg;71;Baden-Württemberg
1813;Frau;Paulus;Reiß;Warpe;54;Niedersachsen
1814;Frau;Nora;Groot;Warberg;44;Niedersachsen
1815;Herr;Anita;Arp;Gingen an der Fils;63;Baden-Württemberg
1816;Frau;Babsi;Bartl;Arnshöfen;12;Rheinland-Pfalz
1817;Herr;Chantale;Körner;Zernien;77;Niedersachsen
1818;k.A.;Germut;Hölzle;Krugsdorf;85;Mecklenburg-Vorpommern
1819;Frau;Christfried;Klever;Mühlhausen-Ehingen;73;Baden-Württemberg
1820;Herr;Elizabeth;Zacherl;Heilbach;74;Rheinland-Pfalz
1821;Herr;Patricia;Höhle;Rümmingen;44;Baden-Württemberg
1822;k.A.;Rosamarie;Graumann;Hüttingen;47;Rheinland-Pfalz
1823;Herr;Gisela;Schwertfeger;Norden;27;Niedersachsen
1824;Herr;Annedoris;Moran;Schaalby;88;Schleswig-Holstein
1825;Frau;Achaz;Deckers;Bremen;06;Bremen
1826;Herr;Tilla;Linn;Offenburg;73;Baden-Württemberg
1827;Frau;Annabelle;Hetzer;Wetzlar;70;Hessen
1828;Herr;Engelberta;Zähringer;Espelkamp;19;Nordrhein-Westfalen
1829;Frau;Hasso;Freye;Mörsfeld;62;Rheinland-Pfalz
1830;Herr;Hertha;Böhm;Meßkirch;61;Baden-Württemberg
1831;Frau;Gislind;Böhnke;Alt Sührkow;13;Mecklenburg-Vorpommern
1832;k.A.;Armgard;Ritzer;Weidenthal;27;Rheinland-Pfalz
1833;Herr;Beatrix;Voll;Böxlund;87;Schleswig-Holstein
1834;Herr;Hanna;Furch;Bielefeld;71;Nordrhein-Westfalen
1835;Herr;Senta;Löwenstein;Erzenhausen;66;Rheinland-Pfalz
1836;Frau;Ulvi;Hengst;Mainz-Kastel;35;Hessen
1837;Herr;Cuno;Beutel;Büchenbeuren;52;Rheinland-Pfalz
1838;Herr;Sigmund;Bäumer;Sankt Katharinen;26;Rheinland-Pfalz
1839;Frau;Notker;Bennemann;Simmern;56;Rheinland-Pfalz
1840;Herr;Annina;Rill;Helmstadt-Bargen;16;Baden-Württemberg
1841;Frau;Degenhardt;Werther;Ehlenz;80;Rheinland-Pfalz
1842;Herr;Andy;Reichenberger;Steinbach;73;Hessen
1843;Frau;Hanswalter;Grimme;Beckeln;12;Niedersachsen
1844;Herr;Arwid;Reder;Landolfshausen;50;Niedersachsen
1845;Herr;Max;Schlichter;Schöneberg;70;Rheinland-Pfalz
1846;Frau;Fynn;Veith;Bereborn;29;Rheinland-Pfalz
1847;Herr;Gerta;Schwamborn;Bausendorf;99;Rheinland-Pfalz
1848;Herr;Ronny;Grob;Pappenheim;67;Bayern
1849;Frau;Annekatrin;Evers;Gilserberg;95;Hessen
1850;Herr;Ingomar;Fugmann;Windach;56;Bayern
1851;Herr;Linn;Bierwirth;Oerlinghausen;08;Nordrhein-Westfalen
1852;Herr;Thomas;Friese;Bruchweiler;82;Rheinland-Pfalz
1853;Herr;Jannick;Hinz;Chemnitz;35;Sachsen
1854;Herr;Juliana;Zitzelsberger;Mittelstetten;23;Bayern
1855;Herr;Sigtraud;Belke;Hütterscheid;03;Rheinland-Pfalz
1856;Herr;Sanna;Gröne;Mönsheim;52;Baden-Württemberg
1857;Herr;Hermfried;Vagt;Wrist;65;Schleswig-Holstein
1858;Frau;Marieliese;Kämpf;Lamerdingen;31;Bayern
1859;Herr;Anabel;Hahn;Burow;04;Mecklenburg-Vorpommern
1860;Herr;Gerlinde;Malone;Dörpen;88;Niedersachsen
1861;Frau;Carolin;Stroh;Neuss;14;Nordrhein-Westfalen
1862;Frau;Erfried;Blanck;Selters;19;Rheinland-Pfalz
1863;Frau;Hartmund;Schneid;Grafhorst;35;Niedersachsen
1864;Frau;Arwed;Schmidbauer;Düsseldorf;17;Nordrhein-Westfalen
1865;Frau;Meta;Sahm;Blomesche Wildnis;43;Schleswig-Holstein
1866;Herr;Lilia;Klimpel;Düsseldorf;77;Nordrhein-Westfalen
1867;Herr;Wendel;Manthei;Merching;11;Bayern
1868;k.A.;Heinzpeter;Reynolds;Liebenau;26;Niedersachsen
1869;Herr;Kasimir;Pauls;Limburg an der Lahn;50;Hessen
1870;k.A.;Franzpeter;Zetzsche;Gärtringen;23;Baden-Württemberg
1871;k.A.;Benedikt;Kaminsky;Kreimbach-Kaulbach;19;Rheinland-Pfalz
1872;Herr;Eginhard;Kölbl;Berchtesgaden;48;Bayern
1873;Frau;Robert;Baumgardt;Weinstadt;75;Baden-Württemberg
1874;Herr;Alexander;Porath;Bremen;61;Bremen
1875;Herr;Tilmann;Dietz;Süderlügum;06;Schleswig-Holstein
1876;Herr;Edelburg;Herbig;Neundorf;47;Sachsen-Anhalt
1877;Frau;Timon;Czerwinski;Rodder;96;Rheinland-Pfalz
1878;Frau;Susan;Stahlschmidt;Böbingen an der Rems;26;Baden-Württemberg
1879;Herr;Hanswerner;Gibson;Essen;35;Nordrhein-Westfalen
1880;Herr;Harribert;Moritz;Neuenwisch;43;Schleswig-Holstein
1881;Frau;Rosetraut;Hüttel;Lingen;88;Niedersachsen
1882;Frau;Senta;Watson;Arlewatt;84;Schleswig-Holstein
1883;Frau;Cordt;Classen;Düsseldorf;42;Nordrhein-Westfalen
1884;Herr;Nancy;Willems;Badem;72;Rheinland-Pfalz
1885;Frau;Siegharda;Mager;Mutterschied;98;Rheinland-Pfalz
1886;Herr;Renold;Klaiber;Regen;32;Bayern
1887;Frau;Levin;Schnitzler;Dahlum;07;Niedersachsen
1888;Frau;Cordula;Ali;Bad Liebenzell;78;Baden-Württemberg
1889;Herr;Siegbert;Friedl;Bad Staffelstein;40;Bayern
1890;Herr;Maik;Laqua;Rangendingen;41;Baden-Württemberg
1891;Herr;Marta;Löhle;Gschwend;64;Baden-Württemberg
1892;k.A.;Laila;Zeise;Waischenfeld;65;Bayern
1893;Herr;Leopoldine;Fontaine;Hohenstein;44;Hessen
1894;Frau;Jolanta;Peschke;Ratzert;30;Rheinland-Pfalz
1895;Frau;Dominikus;Komm;Ensheim;57;Rheinland-Pfalz
1896;Frau;Jannes;Siemes;Kisdorf;34;Schleswig-Holstein
1897;Herr;Alois;Bitzer;Monzernheim;73;Rheinland-Pfalz
1898;k.A.;Gunthild;Neu;Sankt Annen;32;Schleswig-Holstein
1899;Herr;Eberhardt;Kilb;Breit;70;Rheinland-Pfalz
1900;Herr;Arnulf;Thornton;Wehr;38;Rheinland-Pfalz
1901;Herr;Oscar;Osman;Weilerbach;72;Rheinland-Pfalz
1902;Herr;Florentius;Thömmes;Geisenheim;87;Hessen
1903;Frau;Heide;Mantel;Bühlerzell;17;Baden-Württemberg
1904;Frau;Janina;Bäder;Wuppertal;56;Nordrhein-Westfalen
1905;k.A.;Annely;Rose;Willmenrod;71;Rheinland-Pfalz
1906;Frau;Marlis;Kusch;Mülbach;24;Rheinland-Pfalz
1907;k.A.;Dagmar;Sell;Kämpfelbach;53;Baden-Württemberg
1908;Herr;Hartmann;Röth;Düsseldorf;27;Nordrhein-Westfalen
1909;Frau;Heimfrid;Vierling;Hannover;28;Niedersachsen
1910;Frau;Kreszentia;Petrasch;Surwold;09;Niedersachsen
1911;Frau;Riccardo;Kögel;Brettin;21;Sachsen-Anhalt
1912;Herr;Willy;Schu;Beilstein;09;Rheinland-Pfalz
1913;Frau;Gina;Kunisch;Bad Laer;30;Niedersachsen
1914;Herr;Tina;Posch;Vendersheim;70;Rheinland-Pfalz
1915;Frau;Hedy;Amann;Utzenhain;11;Rheinland-Pfalz
1916;Frau;Rainald;Reutter;Bottrop;86;Nordrhein-Westfalen
1917;Herr;Josua;Eckhardt;Mechernich;97;Nordrhein-Westfalen
1918;Frau;Ilsa;Brügmann;Rothenberg;83;Hessen
1919;k.A.;Anneros;Marburger;Gießen;25;Hessen
1920;Herr;Bertolt;März;Strübbel;74;Schleswig-Holstein
1921;Frau;Victor;Florian;Hellenthal;50;Nordrhein-Westfalen
1922;Frau;Helga;Beuth;Walzbachtal;91;Baden-Württemberg
1923;Herr;Ann;Last;Nordhorn;67;Niedersachsen
1924;Herr;Arend;Koglin;Wenzenbach;02;Bayern
1925;Frau;Isabel;Ehinger;Sessenbach;73;Rheinland-Pfalz
1926;k.A.;Ingemarie;Scheper;Ladelund;01;Schleswig-Holstein
1927;Herr;Rezzo;Fey;Pinnow;97;Mecklenburg-Vorpommern
1928;Frau;Vivien;Lippke;Ebersdorf;14;Niedersachsen
1929;Herr;Töns;Rensch;Beulich;16;Rheinland-Pfalz
1930;Frau;Evelyn;Ruland;Ludwigsburg;48;Baden-Württemberg
1931;Frau;Kätchen;Wienke;Aachen;49;Nordrhein-Westfalen
1932;Herr;Josef;Röben;Eppelborn;90;Saarland
1933;Herr;Engelhardt;Brey;Rostock;73;Mecklenburg-Vorpommern
1934;k.A.;Herold;Neher;Löwenstein;81;Baden-Württemberg
1935;Herr;Susan;Göttlicher;Hamburg;27;Hamburg
1936;Frau;Roseliese;Danzer;Hannover;99;Niedersachsen
1937;Herr;Else;Riedle;Krähenberg;18;Rheinland-Pfalz
1938;Herr;Gertrudis;Barke;Chemnitz;38;Sachsen
1939;Frau;Neele;Puschmann;Lahr;87;Baden-Württemberg
1940;Frau;Gottlob;Ranke;Ubstadt-Weiher;31;Baden-Württemberg
1941;Frau;Uto;Hupfer;Dettingen unter Teck;47;Baden-Württemberg
1942;Frau;Heideline;Bernd;Chemnitz;17;Sachsen
1943;Frau;Clemens;Deiß;Raddestorf;72;Niedersachsen
1944;Herr;Tiburtius;Töpfer;Horbach;04;Rheinland-Pfalz
1945;Herr;Lambert;Kölbel;Dillingen;79;Saarland
1946;k.A.;Luna;Moritz;Westheim;62;Rheinland-Pfalz
